index,movieid
11286,33401
11287,33410
11288,33415
11289,33421
11290,33424
11291,33426
11292,33435
11293,33437
11294,33445
11295,33451
11296,33454
11297,33463
11298,33480
11299,33493
11300,33495
11301,33499
11302,33507
11303,33524
11304,33533
11305,33539
11306,33555
11307,33558
11308,33564
11309,33567
11310,33579
11311,33585
11312,33587
11313,33592
11314,33603
11315,33608
11316,33610
11317,33615
11318,33621
11319,33624
11320,33629
11321,34435
11322,33639
11323,33641
11324,33644
11325,33646
11326,33649
11327,33655
11328,33681
11329,34542
11330,33660
11331,33669
11332,33672
11333,33675
11334,33677
11335,33679
11336,33709
11337,33722
11338,33725
11339,33743
11340,33750
11341,33755
11342,33760
11343,33767
11344,33779
11345,33781
11346,33790
11347,33794
11348,33799
11349,33801
11350,33808
11351,42783
11352,33815
11353,33817
11354,33819
11355,33821
11356,33823
11357,33826
11358,33830
11359,33832
11360,36083
11361,33834
11362,33836
11363,33838
11364,33844
11365,33852
11366,33861
11367,33863
11368,33880
11369,42794
11370,33893
11371,33896
11372,33898
11373,33903
11374,33905
11375,33912
11376,34129
11377,33914
11378,33917
11379,33919
11380,33921
11381,33928
11382,33930
11383,33933
11384,33940
11385,34135
11386,268036
11387,33945
11388,33956
11389,33958
11390,33966
11391,33970
11392,33972
11393,42013
11394,33974
11395,33988
11396,33998
11397,34002
11398,34004
11399,34008
11400,42705
11401,34018
11402,34026
11403,34032
11404,34039
11405,34045
11406,34048
11407,92522
11408,34051
11409,34057
11410,34063
11411,34065
11412,34076
11413,34099
11414,34111
11415,34115
11416,47458
11417,34138
11418,34143
11419,34148
11420,34150
11421,34155
11422,34158
11423,34162
11424,34164
11425,34170
11426,34177
11427,34185
11428,34189
11429,34193
11430,34198
11431,34240
11432,34214
11433,34216
11434,34224
11435,34226
11436,34229
11437,34231
11438,34234
11439,34238
11440,34271
11441,34292
11442,34299
11443,34306
11444,34314
11445,34319
11446,34321
11447,49402
11448,34323
11449,34326
11450,34330
11451,34332
11452,34334
11453,34336
11454,34338
11455,34353
11456,34359
11457,34364
11458,34369
11459,34645
11460,34375
11461,34378
11462,34405
11463,34411
11464,34416
11465,34648
11466,34437
11467,34450
11468,34464
11469,34466
11470,34469
11471,34473
11472,34482
11473,35826
11474,34488
11475,34499
11476,34505
11477,34511
11478,34517
11479,34520
11480,34523
11481,34526
11482,34528
11483,34530
11484,34532
11485,34534
11486,34536
11487,34538
11488,34540
11489,34548
11490,34552
11491,34579
11492,34583
11493,34608
11494,34624
11495,34643
11496,43906
11497,34696
11498,34767
11499,34800
11500,34811
11501,35015
11502,35050
11503,35082
11504,35331
11505,35386
11506,35629
11507,35636
11508,35681
11509,35738
11510,35807
11511,35828
11512,35836
11513,35843
11514,35853
11515,35906
11516,35957
11517,36046
11518,36056
11519,36086
11520,36152
11521,36247
11522,36264
11523,36276
11524,36286
11525,36289
11526,36312
11527,36326
11528,36363
11529,36373
11530,36392
11531,36397
11532,36401
11533,36426
11534,43908
11535,36436
11536,36462
11537,36477
11538,36509
11539,36511
11540,36513
11541,48299
11542,36517
11543,36519
11544,36523
11545,36525
11546,36527
11547,36529
11548,36531
11549,37269
11550,36533
11551,36535
11552,36537
11553,36539
11554,36541
11555,36545
11556,36553
11557,36576
11558,38839
11559,36630
11560,36683
11561,36711
11562,36752
11563,36799
11564,36816
11565,36850
11566,36883
11567,36902
11568,37058
11569,37211
11570,37240
11571,37257
11572,37277
11573,37287
11574,37335
11575,37375
11576,37380
11577,37382
11578,37384
11579,39390
11580,37386
11581,37475
11582,37477
11583,37495
11584,37545
11585,37626
11586,37653
11587,37663
11588,39394
11589,37683
11590,37720
11591,37727
11592,37729
11593,37731
11594,37733
11595,37736
11596,37739
11597,37741
11598,37744
11599,37785
11600,37824
11601,37830
11602,37837
11603,37844
11604,37846
11605,37853
11606,37855
11607,37857
11608,37955
11609,37957
11610,37960
11611,37976
11612,37982
11613,39398
11614,38001
11615,38004
11616,38036
11617,38038
11618,38046
11619,38061
11620,38086
11621,38095
11622,38097
11623,38159
11624,38164
11625,38188
11626,38294
11627,38304
11628,39446
11629,38320
11630,38376
11631,38384
11632,38388
11633,38435
11634,38538
11635,38583
11636,38600
11637,38656
11638,38701
11639,38713
11640,38798
11641,107851
11642,38843
11643,38849
11644,38867
11645,38881
11646,38884
11647,38886
11648,59834
11649,38992
11650,38994
11651,39048
11652,39183
11653,39231
11654,39234
11655,39244
11656,39292
11657,39305
11658,39307
11659,39364
11660,39369
11661,39381
11662,269902
11663,39400
11664,39402
11665,39408
11666,39410
11667,39412
11668,39414
11669,39416
11670,39419
11671,59836
11672,39421
11673,39425
11674,39427
11675,39429
11676,39435
11677,39439
11678,39441
11679,39444
11680,39449
11681,39474
11682,39481
11683,39516
11684,39524
11685,39529
11686,39615
11687,39625
11688,39659
11689,39703
11690,39731
11691,39740
11692,39768
11693,39777
11694,39779
11695,39786
11696,39796
11697,39801
11698,39818
11699,39824
11700,39857
11701,39869
11702,39886
11703,39896
11704,39931
11705,39934
11706,39941
11707,40010
11708,40015
11709,40033
11710,40111
11711,40478
11712,40148
11713,40226
11714,40275
11715,40278
11716,40291
11717,40337
11718,40339
11719,40491
11720,40342
11721,40412
11722,40414
11723,40422
11724,40425
11725,40436
11726,40457
11727,40467
11728,40494
11729,40559
11730,40574
11731,40578
11732,40581
11733,40583
11734,40617
11735,40586
11736,40589
11737,40591
11738,40597
11739,40614
11740,40629
11741,40723
11742,40732
11743,40738
11744,40752
11745,40755
11746,48407
11747,40815
11748,40817
11749,40819
11750,40826
11751,40828
11752,40831
11753,40833
11754,40851
11755,40870
11756,40887
11757,40898
11758,40946
11759,40952
11760,40955
11761,40959
11762,40962
11763,40964
11764,40966
11765,40969
11766,40973
11767,40988
11768,41014
11769,41025
11770,41058
11771,41094
11772,41126
11773,41130
11774,41136
11775,41212
11776,41226
11777,41527
11778,78099
11779,41285
11780,41336
11781,41353
11782,41402
11783,41411
11784,41425
11785,41499
11786,41704
11787,41564
11788,41566
11789,41569
11790,41571
11791,41573
11792,41575
11793,41585
11794,41617
11795,41627
11796,41644
11797,41650
11798,41688
11799,41691
11800,41699
11801,41706
11802,41712
11803,41714
11804,41716
11805,41721
11806,41724
11807,41863
11808,41753
11809,41762
11810,41769
11811,41792
11812,41810
11813,42730
11814,41812
11815,41815
11816,41820
11817,41822
11818,41824
11819,41828
11820,41831
11821,42518
11822,41880
11823,41889
11824,41912
11825,41914
11826,41941
11827,41974
11828,42011
11829,129871
11830,41997
11831,42002
11832,42004
11833,42007
11834,42009
11835,42015
11836,42018
11837,42021
11838,42053
11839,42094
11840,42150
11841,42152
11842,42163
11843,42172
11844,42176
11845,42189
11846,42197
11847,42208
11848,42213
11849,42543
11850,42217
11851,42285
11852,42312
11853,42335
11854,42385
11855,42413
11856,42418
11857,42491
11858,42629
11859,42546
11860,42548
11861,42550
11862,42553
11863,42556
11864,42559
11865,42584
11866,42602
11867,42632
11868,42634
11869,42636
11870,42638
11871,42661
11872,42677
11873,42679
11874,42681
11875,42710
11876,42718
11877,42721
11878,42723
11879,42725
11880,42728
11881,270062
11882,42732
11883,42734
11884,42736
11885,42738
11886,42740
11887,42761
11888,42763
11889,60293
11890,42856
11891,42886
11892,42900
11893,42935
11894,42938
11895,42943
11896,42946
11897,42952
11898,60295
11899,42956
11900,42958
11901,42973
11902,42984
11903,43007
11904,43009
11905,43011
11906,43014
11907,43022
11908,43039
11909,43081
11910,43177
11911,43244
11912,43248
11913,43260
11914,43910
11915,43267
11916,43269
11917,43289
11918,43292
11919,43333
11920,43376
11921,43383
11922,43389
11923,43556
11924,43391
11925,43396
11926,43415
11927,43419
11928,43444
11929,43460
11930,43482
11931,43497
11932,43518
11933,43549
11934,43552
11935,78170
11936,43558
11937,43560
11938,43567
11939,43571
11940,43589
11941,43608
11942,43624
11943,43626
11944,43631
11945,43633
11946,43635
11947,43652
11948,43675
11949,43677
11950,43679
11951,43682
11952,43684
11953,43699
11954,43708
11955,43710
11956,43727
11957,43732
11958,43744
11959,43762
11960,43801
11961,54176
11962,43803
11963,43813
11964,43822
11965,43828
11966,43832
11967,43836
11968,43838
11969,43853
11970,54185
11971,43869
11972,43871
11973,43883
11974,43892
11975,43897
11976,43899
11977,43904
11978,60303
11979,43912
11980,43914
11981,43917
11982,43919
11983,43921
11984,43923
11985,43926
11986,44115
11987,43928
11988,43930
11989,43932
11990,43934
11991,43936
11992,43967
11993,43971
11994,44100
11995,43983
11996,43987
11997,43997
11998,44004
11999,44022
12000,44041
12001,44058
12002,44073
12003,44124
12004,44155
12005,44161
12006,44168
12007,44187
12008,44189
12009,44191
12010,44238
12011,111551
12012,44193
12013,44195
12014,44197
12015,44199
12016,44204
12017,44225
12018,44234
12019,44241
12020,44243
12021,44253
12022,44255
12023,44295
12024,44301
12025,44317
12026,44392
12027,44397
12028,44399
12029,44421
12030,44427
12031,44494
12032,44511
12033,44555
12034,44674
12035,44568
12036,44582
12037,44585
12038,44587
12039,44590
12040,44595
12041,44597
12042,44601
12043,44611
12044,44613
12045,44628
12046,44633
12047,44653
12048,44655
12049,44657
12050,44663
12051,44665
12052,44671
12053,44694
12054,44703
12055,44709
12056,44719
12057,44729
12058,44731
12059,44752
12060,44759
12061,44761
12062,44763
12063,44777
12064,44779
12065,44788
12066,44800
12067,44815
12068,44825
12069,44864
12070,44828
12071,44840
12072,44844
12073,44849
12074,44851
12075,44856
12076,44861
12077,44931
12078,44881
12079,44889
12080,44892
12081,44900
12082,44903
12083,44911
12084,44929
12085,44947
12086,44949
12087,44966
12088,44972
12089,44974
12090,45000
12091,45003
12092,79236
12093,45028
12094,45030
12095,45036
12096,45038
12097,45047
12098,45062
12099,45068
12100,45072
12101,45074
12102,45079
12103,45081
12104,45100
12105,45106
12106,45525
12107,45134
12108,45137
12109,45170
12110,45172
12111,45175
12112,45179
12113,45183
12114,45186
12115,45188
12116,45192
12117,45194
12118,45208
12119,45210
12120,45221
12121,45224
12122,45259
12123,45303
12124,45329
12125,45335
12126,45361
12127,45382
12128,45412
12129,45431
12130,45440
12131,45442
12132,45447
12133,45499
12134,45527
12135,45533
12136,45501
12137,45503
12138,45506
12139,45508
12140,45512
12141,45517
12142,45521
12143,81906
12144,45550
12145,45578
12146,45611
12147,45635
12148,45642
12149,45648
12150,45652
12151,45728
12152,45656
12153,45658
12154,45662
12155,45664
12156,45666
12157,45668
12158,45672
12159,45852
12160,45679
12161,45689
12162,45691
12163,45707
12164,45720
12165,45722
12166,45726
12167,45730
12168,45732
12169,45756
12170,45758
12171,45761
12172,45837
12173,45845
12174,46098
12175,45880
12176,45891
12177,45899
12178,45928
12179,45940
12180,45942
12181,45950
12182,45952
12183,135555
12184,45969
12185,45987
12186,45991
12187,45994
12188,46008
12189,46062
12190,46065
12191,46083
12192,46108
12193,46115
12194,46154
12195,46194
12196,46199
12197,46201
12198,46231
12199,46595
12200,46258
12201,46318
12202,46322
12203,46331
12204,46335
12205,46337
12206,46347
12207,46363
12208,46367
12209,46372
12210,46409
12211,47477
12212,46430
12213,46441
12214,46457
12215,46500
12216,46525
12217,46530
12218,46604
12219,46544
12220,46559
12221,46561
12222,46572
12223,46574
12224,46578
12225,46581
12226,46613
12227,46627
12228,46634
12229,46640
12230,46653
12231,46664
12232,46713
12233,46862
12234,46716
12235,46723
12236,46748
12237,46753
12238,46765
12239,46770
12240,46772
12241,46788
12242,46790
12243,46803
12244,46808
12245,46839
12246,46848
12247,46850
12248,46855
12249,46865
12250,46869
12251,46880
12252,46901
12253,46910
12254,46912
12255,46915
12256,46919
12257,46925
12258,46929
12259,46948
12260,46952
12261,46954
12262,46957
12263,46959
12264,46961
12265,46965
12266,46967
12267,46970
12268,46972
12269,46974
12270,46976
12271,137423
12272,46979
12273,47005
12274,47007
12275,47044
12276,47047
12277,47049
12278,47054
12279,47063
12280,137455
12281,47076
12282,47084
12283,47092
12284,47099
12285,47117
12286,47122
12287,47248
12288,47124
12289,47129
12290,47131
12291,47135
12292,47146
12293,47148
12294,47150
12295,47152
12296,47165
12297,47180
12298,47196
12299,47200
12300,47202
12301,47221
12302,47237
12303,47239
12304,95896
12305,47254
12306,47261
12307,47264
12308,47274
12309,47277
12310,47287
12311,47306
12312,47330
12313,47342
12314,47356
12315,47382
12316,47384
12317,47460
12318,47394
12319,47397
12320,47404
12321,47423
12322,47446
12323,47452
12324,47455
12325,129933
12326,47482
12327,47484
12328,47491
12329,47493
12330,47501
12331,47503
12332,47516
12333,47518
12334,47538
12335,47561
12336,47566
12337,47571
12338,47601
12339,47606
12340,47610
12341,47615
12342,47619
12343,47626
12344,47629
12345,47634
12346,47640
12347,47642
12348,47644
12349,47646
12350,47665
12351,47670
12352,47681
12353,47701
12354,47707
12355,47714
12356,47721
12357,47723
12358,47736
12359,47740
12360,47774
12361,47778
12362,47793
12363,47805
12364,47808
12365,47810
12366,47815
12367,47830
12368,47836
12369,47868
12370,47894
12371,47902
12372,47904
12373,47976
12374,47907
12375,47918
12376,47927
12377,47931
12378,47935
12379,47937
12380,47940
12381,48098
12382,47950
12383,47952
12384,47956
12385,47962
12386,47970
12387,47972
12388,47978
12389,47980
12390,47997
12391,47999
12392,48001
12393,48030
12394,48032
12395,48035
12396,48043
12397,48045
12398,48049
12399,48057
12400,48059
12401,48061
12402,48082
12403,48084
12404,48093
12405,48123
12406,48127
12407,48142
12408,48159
12409,48161
12410,48165
12411,48167
12412,48177
12413,48193
12414,48198
12415,48214
12416,48229
12417,48231
12418,48239
12419,48242
12420,48262
12421,48264
12422,48268
12423,48301
12424,48304
12425,48308
12426,48315
12427,48319
12428,48412
12429,48322
12430,48326
12431,48374
12432,48381
12433,48385
12434,48389
12435,48394
12436,48414
12437,48416
12438,48458
12439,48501
12440,48516
12441,48518
12442,48567
12443,48520
12444,48522
12445,48528
12446,48530
12447,48536
12448,48543
12449,48555
12450,48560
12451,48575
12452,48584
12453,48591
12454,48593
12455,48596
12456,48660
12457,48598
12458,48600
12459,48638
12460,48647
12461,48649
12462,48673
12463,48678
12464,48682
12465,48696
12466,48698
12467,48700
12468,48704
12469,48711
12470,48713
12471,48872
12472,48715
12473,48738
12474,48741
12475,48744
12476,48770
12477,48774
12478,49037
12479,48780
12480,48783
12481,48791
12482,48817
12483,48825
12484,48833
12485,48851
12486,48856
12487,48863
12488,48877
12489,48879
12490,48883
12491,48895
12492,48899
12493,48901
12494,48909
12495,60338
12496,48957
12497,48972
12498,48982
12499,48997
12500,49007
12501,49013
12502,49035
12503,49050
12504,49060
12505,49063
12506,49079
12507,49082
12508,49085
12509,49098
12510,49110
12511,49312
12512,49115
12513,49130
12514,49132
12515,49183
12516,49200
12517,49205
12518,49220
12519,49225
12520,49314
12521,49263
12522,49265
12523,49272
12524,49274
12525,49276
12526,49278
12527,49330
12528,49280
12529,49282
12530,49284
12531,49286
12532,49291
12533,49299
12534,49347
12535,49355
12536,49359
12537,49371
12538,49379
12539,49389
12540,49394
12541,49396
12542,49412
12543,49422
12544,49435
12545,49464
12546,49494
12547,49518
12548,49666
12549,49524
12550,49526
12551,49528
12552,49530
12553,49571
12554,49591
12555,49593
12556,49615
12557,49642
12558,49644
12559,49647
12560,49649
12561,49651
12562,49663
12563,49668
12564,49688
12565,49691
12566,49735
12567,49739
12568,49746
12569,49752
12570,49754
12571,50630
12572,49757
12573,49759
12574,49766
12575,49769
12576,49772
12577,49793
12578,49815
12579,96407
12580,49817
12581,49822
12582,49824
12583,49856
12584,49872
12585,49899
12586,49902
12587,49957
12588,49910
12589,49926
12590,49929
12591,49932
12592,49951
12593,49953
12594,49955
12595,49961
12596,49973
12597,49985
12598,49994
12599,50003
12600,50005
12601,50011
12602,50059
12603,50447
12604,50064
12605,50066
12606,50068
12607,50147
12608,50149
12609,50151
12610,50153
12611,50158
12612,50160
12613,50162
12614,50165
12615,50183
12616,96479
12617,50208
12618,50229
12619,50253
12620,50259
12621,50271
12622,50274
12623,50279
12624,50347
12625,50583
12626,50349
12627,50354
12628,50356
12629,50379
12630,50382
12631,50440
12632,50442
12633,50445
12634,50774
12635,50477
12636,50488
12637,50514
12638,50517
12639,50533
12640,50541
12641,50550
12642,50572
12643,50574
12644,96486
12645,50585
12646,50589
12647,50594
12648,50601
12649,50610
12650,50613
12651,50615
12652,50628
12653,50641
12654,50651
12655,50658
12656,50685
12657,50703
12658,50705
12659,50740
12660,50742
12661,50754
12662,50792
12663,50794
12664,50796
12665,50798
12666,50800
12667,50802
12668,50804
12669,50806
12670,50821
12671,50828
12672,50842
12673,50851
12674,50858
12675,50872
12676,50886
12677,50892
12678,50898
12679,50912
12680,50923
12681,50940
12682,50944
12683,50949
12684,50954
12685,50970
12686,50977
12687,51004
12688,51007
12689,51014
12690,51019
12691,51037
12692,51044
12693,51053
12694,51060
12695,51063
12696,51077
12697,51103
12698,51080
12699,51082
12700,51084
12701,51086
12702,51088
12703,51091
12704,51094
12705,51111
12706,51119
12707,51127
12708,51167
12709,51174
12710,51182
12711,51185
12712,51187
12713,51194
12714,51203
12715,51207
12716,51209
12717,51246
12718,51249
12719,51251
12720,51302
12721,51809
12722,51255
12723,51265
12724,51277
12725,51287
12726,51300
12727,116297
12728,51312
12729,51314
12730,51317
12731,51321
12732,51341
12733,51354
12734,51357
12735,116341
12736,51372
12737,51380
12738,51402
12739,51412
12740,51418
12741,51433
12742,51455
12743,51528
12744,116343
12745,51471
12746,51486
12747,51498
12748,51503
12749,51520
12750,51540
12751,51545
12752,51559
12753,51575
12754,51577
12755,51579
12756,51605
12757,116347
12758,51617
12759,51619
12760,51638
12761,51660
12762,51662
12763,51666
12764,51678
12765,51686
12766,51694
12767,51698
12768,51705
12769,51709
12770,51817
12771,51820
12772,51834
12773,51847
12774,51857
12775,51884
12776,51886
12777,51891
12778,51894
12779,51903
12780,51911
12781,51917
12782,51921
12783,51925
12784,51927
12785,51931
12786,51933
12787,51935
12788,51937
12789,51939
12790,51991
12791,52005
12792,52009
12793,52016
12794,52033
12795,116477
12796,52037
12797,52042
12798,52078
12799,52088
12800,52101
12801,52104
12802,52106
12803,52108
12804,52118
12805,52153
12806,52170
12807,52173
12808,52182
12809,52189
12810,52202
12811,52227
12812,52237
12813,52241
12814,52245
12815,52265
12816,52273
12817,52279
12818,52281
12819,52283
12820,52285
12821,52287
12822,52299
12823,52319
12824,52321
12825,52326
12826,52328
12827,52352
12828,52356
12829,116479
12830,52365
12831,52375
12832,52378
12833,52413
12834,52418
12835,52424
12836,52427
12837,52435
12838,52443
12839,52448
12840,52456
12841,52458
12842,52460
12843,52462
12844,52489
12845,52495
12846,52528
12847,52545
12848,52548
12849,52551
12850,52561
12851,52570
12852,52572
12853,52617
12854,116483
12855,52579
12856,52581
12857,52589
12858,52591
12859,52604
12860,52606
12861,52634
12862,52644
12863,52666
12864,52668
12865,52690
12866,52694
12867,52709
12868,52712
12869,52715
12870,52717
12871,52722
12872,52724
12873,52730
12874,52952
12875,52742
12876,52767
12877,52773
12878,52781
12879,52796
12880,52804
12881,52806
12882,52813
12883,174857
12884,52831
12885,52838
12886,52845
12887,52858
12888,52865
12889,52867
12890,52872
12891,97866
12892,52885
12893,52891
12894,52913
12895,52922
12896,52927
12897,52929
12898,52938
12899,52950
12900,53123
12901,52956
12902,52967
12903,52973
12904,52980
12905,53000
12906,53002
12907,53143
12908,53004
12909,53022
12910,53024
12911,53038
12912,53052
12913,53066
12914,53084
12915,53121
12916,53125
12917,53127
12918,53129
12919,53131
12920,53133
12921,53138
12922,53140
12923,53189
12924,53207
12925,53226
12926,53282
12927,53318
12928,53375
12929,54406
12930,53322
12931,53326
12932,53342
12933,53349
12934,53352
12935,53355
12936,53370
12937,53373
12938,53379
12939,53382
12940,53406
12941,53416
12942,53435
12943,53443
12944,53468
12945,53447
12946,53450
12947,53453
12948,53460
12949,53464
12950,53466
12951,53476
12952,53519
12953,53548
12954,53550
12955,53554
12956,53561
12957,53569
12958,53574
12959,53578
12960,53582
12961,53592
12962,53600
12963,53651
12964,53737
12965,53741
12966,201102
12967,53752
12968,53766
12969,53769
12970,53774
12971,53788
12972,53833
12973,53835
12974,53837
12975,53839
12976,53841
12977,54419
12978,53843
12979,53845
12980,53847
12981,53849
12982,53851
12983,53853
12984,53855
12985,53857
12986,53859
12987,53873
12988,53880
12989,53885
12990,53887
12991,53894
12992,53916
12993,53919
12994,53921
12995,53953
12996,53956
12997,53963
12998,53967
12999,53972
13000,53974
13001,53988
13002,53996
13003,53999
13004,54001
13005,54004
13006,54010
13007,54020
13008,54241
13009,206995
13010,54049
13011,54056
13012,54067
13013,54075
13014,54094
13015,54116
13016,54121
13017,54190
13018,54193
13019,54196
13020,54198
13021,54220
13022,54229
13023,54239
13024,54254
13025,54256
13026,54259
13027,54262
13028,54268
13029,54270
13030,54272
13031,54274
13032,54276
13033,54278
13034,54281
13035,54284
13036,54286
13037,54426
13038,54290
13039,54318
13040,54326
13041,54328
13042,54331
13043,54341
13044,54349
13045,54354
13046,54372
13047,54378
13048,54455
13049,54480
13050,54491
13051,54493
13052,54501
13053,54503
13054,54510
13055,54513
13056,54519
13057,54536
13058,54542
13059,54554
13060,54561
13061,54580
13062,54605
13063,54612
13064,54617
13065,54621
13066,54648
13067,54652
13068,54686
13069,54725
13070,54732
13071,54734
13072,54736
13073,54738
13074,54745
13075,54758
13076,54768
13077,54771
13078,54775
13079,54778
13080,54780
13081,54783
13082,54878
13083,54785
13084,54787
13085,54796
13086,54833
13087,54872
13088,54875
13089,54881
13090,54908
13091,54910
13092,54922
13093,54934
13094,54958
13095,54962
13096,54964
13097,55061
13098,55063
13099,54967
13100,54972
13101,54978
13102,54986
13103,54995
13104,55067
13105,54997
13106,54999
13107,55020
13108,55040
13109,55050
13110,55052
13111,55069
13112,55071
13113,55078
13114,55080
13115,55094
13116,55098
13117,55106
13118,55110
13119,55112
13120,55116
13121,55118
13122,55132
13123,55147
13124,55154
13125,55159
13126,55167
13127,55176
13128,55178
13129,55190
13130,55205
13131,55209
13132,55223
13133,55226
13134,55232
13135,55241
13136,55245
13137,55247
13138,55250
13139,55253
13140,55255
13141,55343
13142,55257
13143,55259
13144,55261
13145,55267
13146,55269
13147,55272
13148,129935
13149,55274
13150,55276
13151,55278
13152,55280
13153,55282
13154,55284
13155,55286
13156,55288
13157,55290
13158,55292
13159,55294
13160,55298
13161,55324
13162,55329
13163,55363
13164,55369
13165,55373
13166,55389
13167,55391
13168,55402
13169,55406
13170,55408
13171,55417
13172,55419
13173,55440
13174,55442
13175,55444
13176,55451
13177,55460
13178,55462
13179,55467
13180,55469
13181,55476
13182,55485
13183,55487
13184,55489
13185,55498
13186,55507
13187,55517
13188,55549
13189,55553
13190,55555
13191,55566
13192,55577
13193,55603
13194,55620
13195,55626
13196,55628
13197,55652
13198,55659
13199,55668
13200,55671
13201,55681
13202,55684
13203,55691
13204,55705
13205,55713
13206,55721
13207,55726
13208,55729
13209,55732
13210,60341
13211,55740
13212,55757
13213,55765
13214,55768
13215,55782
13216,55805
13217,55814
13218,99841
13219,55820
13220,55826
13221,55830
13222,55844
13223,55854
13224,55856
13225,55872
13226,55895
13227,55901
13228,55908
13229,55926
13230,55946
13231,55995
13232,56022
13233,55999
13234,56001
13235,56003
13236,56006
13237,56009
13238,56015
13239,56141
13240,56028
13241,56030
13242,56051
13243,56060
13244,56067
13245,56079
13246,56093
13247,56095
13248,56098
13249,56145
13250,56152
13251,56156
13252,56158
13253,56165
13254,56167
13255,56169
13256,56171
13257,56479
13258,56174
13259,56176
13260,56274
13261,56286
13262,56313
13263,56331
13264,56333
13265,56339
13266,56599
13267,56350
13268,56367
13269,56370
13270,56372
13271,56379
13272,56389
13273,56432
13274,56449
13275,56474
13276,56477
13277,56508
13278,56511
13279,56515
13280,56548
13281,56551
13282,56561
13283,56563
13284,56570
13285,56574
13286,56587
13287,56607
13288,56614
13289,56616
13290,56620
13291,56626
13292,56631
13293,56633
13294,56651
13295,56671
13296,56693
13297,56700
13298,56702
13299,56715
13300,56719
13301,56744
13302,56748
13303,56757
13304,56775
13305,56779
13306,56782
13307,56786
13308,56788
13309,56797
13310,56801
13311,56805
13312,56835
13313,56837
13314,56846
13315,56848
13316,56869
13317,56885
13318,56888
13319,56908
13320,56915
13321,56931
13322,56941
13323,56945
13324,56949
13325,56956
13326,56959
13327,56995
13328,57017
13329,57023
13330,57027
13331,57038
13332,57534
13333,57041
13334,57044
13335,57069
13336,57147
13337,57179
13338,57183
13339,57326
13340,57209
13341,57223
13342,57236
13343,57243
13344,57269
13345,57274
13346,57276
13347,57282
13348,57291
13349,57353
13350,57357
13351,57368
13352,57370
13353,57393
13354,57401
13355,57418
13356,57421
13357,57426
13358,57430
13359,57432
13360,57439
13361,57453
13362,57464
13363,57468
13364,57473
13365,57476
13366,57478
13367,57480
13368,57482
13369,57484
13370,57499
13371,57504
13372,57509
13373,57513
13374,57520
13375,57522
13376,57526
13377,57528
13378,57530
13379,57532
13380,60461
13381,57536
13382,57538
13383,57543
13384,57550
13385,57637
13386,57640
13387,57648
13388,57655
13389,60463
13390,57669
13391,57690
13392,57692
13393,57695
13394,57706
13395,57709
13396,57754
13397,57772
13398,99843
13399,57774
13400,57776
13401,57778
13402,57792
13403,57805
13404,57811
13405,57843
13406,57845
13407,57848
13408,60625
13409,57854
13410,57865
13411,57868
13412,57873
13413,57910
13414,57940
13415,57942
13416,57946
13417,59729
13418,57949
13419,57951
13420,57960
13421,57964
13422,57980
13423,57991
13424,57996
13425,58003
13426,58007
13427,58025
13428,58029
13429,58033
13430,58047
13431,58059
13432,58061
13433,58334
13434,58078
13435,58094
13436,58103
13437,58105
13438,58107
13439,58111
13440,58123
13441,60641
13442,58136
13443,58146
13444,58154
13445,58156
13446,58162
13447,58297
13448,58174
13449,58185
13450,58191
13451,58207
13452,58223
13453,58228
13454,58246
13455,58652
13456,58274
13457,58282
13458,58287
13459,58291
13460,58293
13461,58295
13462,99939
13463,58299
13464,58301
13465,58303
13466,58306
13467,58309
13468,58315
13469,58324
13470,58332
13471,58347
13472,58351
13473,58365
13474,58367
13475,58373
13476,58376
13477,58379
13478,58381
13479,58409
13480,58411
13481,58418
13482,58422
13483,58425
13484,58432
13485,58434
13486,58439
13487,58452
13488,58485
13489,58490
13490,58740
13491,58492
13492,58494
13493,58509
13494,58520
13495,58530
13496,58534
13497,58554
13498,58559
13499,58576
13500,58578
13501,58595
13502,58598
13503,58610
13504,58622
13505,58627
13506,58632
13507,58641
13508,58649
13509,83535
13510,58655
13511,58661
13512,58706
13513,58709
13514,58718
13515,58722
13516,58743
13517,58760
13518,58774
13519,58783
13520,58785
13521,58803
13522,58806
13523,58939
13524,58808
13525,58810
13526,58812
13527,58816
13528,58839
13529,58847
13530,58850
13531,58870
13532,58874
13533,58876
13534,58879
13535,58881
13536,58895
13537,58898
13538,58904
13539,58920
13540,58922
13541,58933
13542,58937
13543,58964
13544,58972
13545,58975
13546,58992
13547,58994
13548,58998
13549,59000
13550,59014
13551,59016
13552,59018
13553,59022
13554,59026
13555,59031
13556,59037
13557,59040
13558,59053
13559,59065
13560,59074
13561,59103
13562,59107
13563,59114
13564,59116
13565,59118
13566,59731
13567,59126
13568,59129
13569,59131
13570,59138
13571,59141
13572,59143
13573,59154
13574,59157
13575,59159
13576,59173
13577,59178
13578,59180
13579,59182
13580,59184
13581,59188
13582,59216
13583,59256
13584,59258
13585,59260
13586,59273
13587,59290
13588,59295
13589,59302
13590,59306
13591,59313
13592,59315
13593,59327
13594,59333
13595,59336
13596,59339
13597,59362
13598,59369
13599,59376
13600,59382
13601,59387
13602,59399
13603,59404
13604,59418
13605,59421
13606,59426
13607,59435
13608,59440
13609,59447
13610,59463
13611,59465
13612,59485
13613,207612
13614,59501
13615,59519
13616,59527
13617,59547
